Title,Location,Rooms,Size,Floor,Series,Price
Labiekārtoti numuriņi pie Akropole un krasta Lido. Cenas no 30ur,Krasta r-nsMaskavas 226,1,20,2/2,Specpr.,30  €/dienā
"15-20 minūšu gājiens līdz Vecrīgai, divlīmeņu loft-stila dzīvokl",centrsEksporta 12,3,85,6/6,Specpr.,65  €/dienā
"Raina 3a

67 metri

Charming luxury 2-bedroom loft apartment",centrsRaiņa bulv. 3a,3,67,5/5,Renov.,55  €/dienā
"Ekskluzīvs dzīvoklis ar terasi uz parku, no terases paveras jauk",centrsKlijānu 6,1,35,5/9,Jaun.,420  €/mēn.
Īpašnieks izīrē plašu mājīgu dzīvokli atjaunotā vēsturiskā koka,GrīziņkalnsAsara 12,3,76,2/2,Renov.,750  €/mēn.
"Izīrē ilgtermiņā mājīgu, gaišu dzīvokli centrā ar teicamu atraša",centrsArtilērijas 1,3,80,2/5,P. kara,450  €/mēn.
Saimnieks meklē jauku īrnieku savam dzīvoklim uz ilgu laiku. Mēs,ImantaSlokas 215,1,29,1/5,LT proj.,330  €/mēn.
"Tiek izīrēts 2- istabas dzīvoklis, tikko pabeigts remonts. Dzīvo",centrsMarijas 16,2,40,3/7,P. kara,760  €/mēn.
Uzņēmums izīrē dienesta dzīvokli. Piemērots dzīvoklis vismaz 4 d,JuglaVangažu 12,1,34,8/12,Čehu pr.,600  €/mēn.
Jūs varat būt pirmais iemītnieks šim dzīvoklim. Jauns dzīvoklis,centrsRaiņa bulv. 27,2,46,5/5,Jaun.,"1,100  €/mēn."
"Piedāvājam plašu trīsistabu dzīvokli Rīgas centrā, jaunajā proje",centrsMatīsa 69А,3,115,5/6,Jaun.,800  €/mēn.
Двухкомнатная квартира (студия и спальня ). Местоположение - Mār,JuglaMārkalnes 9,2,56,3/5,M. ģim.,280  €/mēn.
Šis skaistais divu istabu dzīvoklis ar terasi ir daļa no pavisam,centrsCēsu 9,2,130,6/7,Jaun.,"1,200  €/mēn."
"Dizainiski veidots 3 istabu dzīvoklis Ķīpsalā. 

Piedāvājam kv",ĶīpsalaOgļu 32,3,87,1/4,Renov.,"1,300  €/mēn."
Mēbelēts un pilnībā aprīkots dzīvoklis Rīgas centrā. Dzīvoklis p,centrsMaskavas 106,1,30,2/3,Renov.,350  €/mēn.
"Izīrē dzīvokli, Rīgas klusajā centra daļā. Klasiska stila 3 ista",centrsValdemāra 73,3,98,5/6,P. kara,850  €/mēn.
"Izīrē uz ilgu laiku 2-istabu dzīvokli ar labu remontu, centrālap",SarkandaugavaSarkandaugavas 26,2,42,5/5,Hrušč.,310  €/mēn.
"Moderns, studijas tipa dzīvoklis ar dizaina remontu Tomsona
Mod",centrsTomsona 39k1,2,69,2/9,Jaun.,"1,150  €/mēn."
A Great oppurtunity to rent a modern renovated Apartment for a s,VecrīgaKalēju 14,2,87,4/5,P. kara,800  €/mēn.
"Сдаю краткосрочно . После ремонта, чистая , солнечная и уютная.",PurvciemsPurvciema 53,1,48,9/9,Specpr.,35  €/dienā
"Izīrē lielisku 3 istabu dzīvokli Rīgas centrā

Jūsu dzīvoklī b",centrsLāčplēša 129,3,72,3/4,P. kara,"1,250  €/mēn."
Izīrē 2 istabu dzīvokli elitārajā projektā Aleksandra Apartments,centrsAusekļa 4,2,50,3/6,Renov.,"1,800  €/mēn."
Ļoti mazi komunālie maksājumi. Izīrēju vienistabas dzīvokli saim,SarkandaugavaDuntes 48,1,31,4/5,P. kara,150  €/mēn.
Ilgtermiņa īrei tiek piedāvāts dzīvoklis jaunajā projektā Filozo,ĀgenskalnsRaņķa d. 34,3,115,15/23,Jaun.,"1,700  €/mēn."
"Bez komisijas maksas, ilgtermiņā izīrējam 3 istabu dzīvokli.",ĀgenskalnsLielirbes 13,3,90,6/30,Jaun.,800  €/mēn.
"Bez komisijas maksas, ilgtermiņā izīrējam 2 istabu dzīvokli ar g",Šampēteris-PleskodāleLielirbes 13,2,68,10/30,Jaun.,700  €/mēn.
"Bez komisijas maksas, ilgtermiņā izīrējam 3 istabu dzīvokli.",Šampēteris-PleskodāleLielirbes 13,2,90,6/30,Jaun.,800  €/mēn.
"Izīrējam 2 istabu dzīvokli, 103 sērija, 3/5 stāvs, 52.9 m² platī",BrekšiBebrenes 8,2,53,3/5,103.,175  €/mēn.
Сдается 2-комнатная квартира в массиве Краста. Со всеми удобства,Krasta r-nsMaskavas 237a,2,42,5/5,Hrušč.,330  €/mēn.
"Ērti apartamenti pilsētas vēsturiskajā centrā, ļoti piemēroti īs",centrsMatīsa 100,1,30,2/5,Renov.,30  €/dienā
Izīrējam nesen izremontētu dzīvokli. Jauna un pilnībā aprīkota v,centrsMarijas 14C,1,18,5/6,Renov.,450  €/mēn.
"Izīrēju 3 istabu dzīvoklī , vienu istabu. Uz vasaras periodu. Mē",MežciemsHipokrāta 11,3,1,1/13,602.,150  €/mēn.
Lv: Piedāvājam jums unikālu īres dzīvokli vienā no prestižākajie,ĶīpsalaBalasta d. 72,3,132,1/4,Jaun.,"2,300  €/mēn."
Izīrē klusu 2 istabu dzīvokli Brīvības un Cēsu ielas krustojumā,centrsBrīvības 162K2,2,45,2/8,Specpr.,300  €/mēn.
"Izīrē attīstītājs. 

Dzīvoklī iebūvēti skapji guļamistabā un p",Šampēteris-PleskodāleUlmaņa g. 100,4,87,2/5,Jaun.,"1,250  €/mēn."
Tiek izīrēts plašs 2 istabu dzīvoklis ar skaistu skatu uz Rīgas,Šampēteris-PleskodāleLielirbes 11,2,68,14/27,Jaun.,770  €/mēn.
"Tiek izīrēts dzīvoklis renovētā mājā ar dizaina remontu, ar piln",centrsČaka 67/69,2,47,4/6,Renov.,620  €/mēn.
"Īpašnieks izīrē plašu 4 istabu dzīvokli. 
Dzīvoklis sastāv no 3",centrsBrīvības 48,4,137,4/5,P. kara,"1,500  €/mēn."
"Izīrēju 4-istabu dzīvokli Deglava ielā 108. Ērta satiksme, tuvum",PļavniekiDeglava 108,4,89,2/9,119.,500  €/mēn.
"Projekts „Domino” Stendes ielā 5, pieejams no 15.06.2024
- Diva",Šampēteris-PleskodāleStendes 5,2,53,3/5,Jaun.,650  €/mēn.
"Izīrē plašu mūsdienīgu dzīvokli prestīžā vēstniecības rajonā, bl",centrsRūpniecības 7,4,110,4/5,Renov.,"1,500  €/mēn."
"Divu istabu dzīvoklis, gaišs un saulains, mēbelēts (pēc vajadzīb",ZiepniekkalnsTadaiķu 8,2,48,3/3,Hrušč.,280  €/mēn.
Сдаётся 2-комнатная квартира. Гостиная и изолированная спальня.,centrsValdemāra 79/81,2,50,4/5,P. kara,360  €/mēn.
"Saimnieks izīrē 3 (trīs) istabu dzīvokli pilsētas centrā. 
Visa",centrsStabu 102,3,70,3/5,P. kara,450  €/mēn.
"Tiek izīrēts neliels mebelēts 1.istabas dzīvoklis centrā, renovē",centrsVagonu 22,1,30,3/5,Renov.,380  €/mēn.
"Однокомнатная квартира в тихом доме на первом этаже
Чистый подъ",centrsĢertrūdes 114,1,20,1/4,P. kara,169  €/mēn.
"Ekskluzīvajā projektā ""Ģipša Fabrika"", ar skatu uz Daugavu. Piln",ĶīpsalaBalasta d. 72,2,72,2/5,Jaun.,"1,000  €/mēn."
No 1. maija izīrē lielisku dzīvokli Teikas centra. 2 izolētas is,TeikaBrīvības 326,2,56,5/5,Staļina,400  €/mēn.
"Izolétas istabas, silts, ar visu ikdienai nepieciešamo. Renovēta",DzegužkalnsUsmas 17,2,48,3/5,LT proj.,330  €/mēn.
"Izīrējam lielisku penthausu var arī ilgtermiņā , lieliska lokāci",ZiepniekkalnsValdeķu 66,2,52,9/9,602.,150  €/ned.
"Kluss, gaumīgi iekārtots, mēbelēts un pilnībā aprīkots dzīvoklis",centrsMaskavas 106,2,42,3/3,Renov.,470  €/mēn.
Tiek izīrēts četru istabu dzīvoklis vienā no elitārākajiem Rīgas,centrsAusekļa 4,4,184,6/7,Renov.,"2,500  €/mēn."
"Fasādes māja, apsaimniekošanas maksa mēnesī 35 Eur, slēgts pagal",TeikaBrīvības 289,2,45,3/3,P. kara,330  €/mēn.
"25-29 евро в сутки. На короткий срок. 
Без посредников и комисс",PurvciemsDeglava 7,1,42,5/6,Jaun.,29  €/dienā
"Ilgtermiņā tiek izīrēts studio tipa dzīvoklis Alūksnes ielā 1, R",centrsAlūksnes 1,2,38,1/5,Renov.,395  €/mēn.
"Рус - Lat - Eng

Сдаётся уютная, экономичная в эксплуатации, т",PurvciemsNīcgales 21,2,46,2/5,LT proj.,320  €/mēn.
"Сдаю 1-комнату в 2-комнатной квартире, с мебелью и бытовой техни",PļavniekiDeglava 122,1,15,7/9,119.,240  €/mēn.
"Uz ilgu laiku tiek izīrēts 3 istabu dzīvoklis labā stāvoklī, bez",centrsTērbatas 4,3,98,1/5,P. kara,"1,000  €/mēn."
"Piedāvājumā plašs, ērts un mājīgs dzīvoklis ar augstajiem griest",DārzciemsLubānas 41/4,2,61,2/2,Staļina,300  €/mēn.
Atsevišķa ieeja - arī ideāli saistītam ar medicīnas pakalpojumie,ĀgenskalnsLiepājas 40k12,3,70,1/4,Specpr.,195  €/mēn.
"Izīrē ilgtermiņā divistabas dzīvokli. 
Dzīvoklis atrodas Rīgā,",SarkandaugavaTilta 5,2,73,2/4,P. kara,260  €/mēn.
"Сдаём квартиру с июня . Третий этаж без лифта. Квартира теплая,",ImantaKooperatīva 38,3,67,3/5,103.,450  €/mēn.
"2023.gada renovētā mājā, saimnieks izīrē ērtu, pilnīgi aprīkotu",centrsMarijas 14,1,20,2/5,Renov.,450  €/mēn.
Komunālie maksājumi iekļauti īres maksā. Drošības nauda 100 euro,centrsĢertrūdes 129,2,37,3/5,Renov.,50  €/dienā
Двухкомнатная полностью оборудованная квартира. Бесплатный Wifi,centrsĢertrūdes 129,2,37,2/5,Renov.,50  €/dienā
90 евро в день с воскресения по четверг. В пятницу и субботу цен,centrsĢertrūdes 129,3,75,5/5,P. kara,90  €/dienā
650 euro mēnesī. Visi komunālie maksājumi un internets ir iekļau,centrsĢertrūdes 129,1,19,1/5,Renov.,650  €/mēn.
2 взрослых. Цена проживания 50 евро за одну ночь с воскресения п,centrsElizabetes 22,1,22,3/5,Renov.,50  €/dienā
40 euro per day all utilities included. Plus 30 euro cleaning fe,centrsĢertrūdes 129,1,23,1/5,Renov.,40  €/dienā
Ekskluzīvs 4 istabu dzīvoklis projektā Club Central Residence.,centrsBaznīcas 18a,4,142,7/7,Jaun.,"3,500  €/mēn."
Īpašnieks iznomā mēbelētu dzīvokli-studio ar autonomo gāzes apku,Maskavas priekšpilsētaMaskavas 60,1,45,4/4,P. kara,300  €/mēn.
Piedāvajam īrēt 5-istabu dzīvokli Tērbatas ielā pie Elizabetes i,centrsTērbatas 4,5,146,5/6,P. kara,"2,500  €/mēn."
"Tiek piedāvāts izīrēt 2-istabu dzīvoklī, kas atrodas lieliskā vi",centrsĢertrūdes 39,2,75,3/6,P. kara,500  €/mēn.
"Īzirē mēbelētu 2-istabu dzīvokli, guļamistaba, viesistaba, virtu",ImantaKurzemes pr. 78,2,50,5/5,LT proj.,350  €/mēn.
"Starpniekus lūdzu netraucēt. 

Izīrē plašu un mājīgu 3-istabu",MežciemsGaiļezera 15,3,88,5/9,Jaun.,950  €/mēn.
"Tiek piedāvāts īrei ļoti skaists, jauns dzīvoklis pilsētas centr",centrsValdemāra 4,4,110,3/5,P. kara,"1,900  €/mēn."
Домовладелец сдает 1комнату 25 м. кв. в частном доме со всеми уд,IļģuciemsVērdiņu 5,1,25,2/2,Priv. m.,200  €/mēn.
"Fasādes māja, ieeja no ielas, ir lifts, kāpņu telpa pēc kosmētis",centrsSkolas 34,3,90,3/6,Specpr.,650  €/mēn.
Сдаю современную и просторную 4-х комнатную квартиру в новом про,centrsJeruzalemes 10,4,143,3/7,Jaun.,"2,200  €/mēn."
Tiek izīrēts moderns un gaišs piecu istabu dzīvoklis vienā no el,centrsAusekļa 4,5,195,6/7,Jaun.,"2,500  €/mēn."
"Tuvu t/c Domina un Maxima, Mego. Silti un gaiši, visas nepiecieš",TeikaKastrānes 1/2,1,20,1/5,Renov.,230  €/mēn.
Izīrēju 3 istabu dzīvokli. Dzīvoklis mēbelēts ka redzams foto un,PļavniekiSalnas 21,3,65,1/9,Jaun.,600  €/mēn.
"Izīrē ekonomisku 1- istabas dzīvoklītis tikko pēc remonta. 
Tua",Maskavas priekšpilsētaLubānas 17,1,32,1/2,P. kara,200  €/mēn.
"Сдаю двух комнатную квартиру на 3-м этаже. Застекленная лоджия,",DaugavgrīvaParādes 30,2,53,3/5,103.,250  €/mēn.
Сдается 2-х комнатная квартира. На длительный срок платежеспособ,DaugavgrīvaParādes 32,2,53,2/5,103.,250  €/mēn.
"Izīrēju uz dažādiem termiņiem mājīgu dzīvokli. 

Perfekta atra",centrsBrīvības 148,1,22,2/5,P. kara,30  €/dienā
Tiek izīrēts 1-īstabas dzīvokli ar visam erdibam. Dzīvoklī ir st,MangaļiEzera 18,2,30,3/3,Renov.,240  €/mēn.
Īpašnieks izīrē 4-istabu dzīvokli netālu no T/c Akropole Rīga.,Krasta r-nsRītupes 34,4,79,4/9,467.,500  €/mēn.
"Īpašnieks izīrē plašu 2-istabu dzīvokli pirmskara ēkā. 

Dzīvo",centrsRaiņa bulv. 31,2,64,2/5,P. kara,650  €/mēn.
Сдается солнечная квартира в Тихом центре полностью укомплектова,centrsRūpniecības 7,4,112,4/5,Renov.,"1,500  €/mēn."
"Сдается 2-комнатная квартира в Старой Риге. Одна спальня, гостин",centrsJāņa 10,2,68,3/3,Renov.,"1,100  €/mēn."
"Сдается красивая просторная квартира в историческом центре, в до",centrsPumpura 5,6,330,2/5,Renov.,"3,500  €/mēn."
Ilgtermiņa tiek izīrēta viena silta istaba komunāla tipa dzīvokl,centrsDzirnavu 161,1,20,2/5,P. kara,150  €/mēn.
"4 istabu dzīvoklis ar terasi 23.stāvā. 
Bez komisijas maksas, i",Šampēteris-PleskodāleLielirbes 13,4,125,23/30,Jaun.,"1,300  €/mēn."
"4 istabu dzīvoklis ar terasi 23.stāvā. 
Bez komisijas maksas, i",ĀgenskalnsLielirbes 13,4,125,23/30,Jaun.,"1,300  €/mēn."
"3 istabu dzīvoklis. Bez komisijas maksas. 

Izīrējam 89 m2 pla",Šampēteris-PleskodāleLielirbes 13,3,89,14/30,Jaun.,"1,000  €/mēn."
"Rīgas klusajā centrā, blakus Viestura dārzam un Kronvalda parkam",centrsVīlandes 5,3,81,3/5,Renov.,500  €/mēn.
"Rvr Smart Apartments

Piedāvā īstermiņa īrei mājīgu Studio apa",TeikaZemgala 77,1,19,3/4,Renov.,40  €/dienā
Īpašnieks ilgtermiņā izīrē 2 istabu dzīvokli Rīgas klusajā centr,centrsĀdmiņu 11b,2,46,2/4,P. kara,260  €/mēn.
Īrei tiek piedāvāts gaišs un mājīgs 3 istabu dzīvoklis ar 2 guļa,centrsBrīvības 71,3,72,5/5,Renov.,750  €/mēn.
"Сдается 2- комнатная квартира со всеми удобствами. С мебелью, бы",PurvciemsIlūkstes 52,2,58,4/9,119.,300  €/mēn.
"Īstermiņā tiek izīrēts saulains, mājīgs jauns vienistabas dzīvok",centrsVagonu 22,1,30,2/5,Renov.,60  €/dienā
Īpašnieks piedāvā īrē tikko izremontētu divu istabu (viena izolē,ČiekurkalnsČiekurkalna 8. šķ l. 9,2,43,3/3,P. kara,400  €/mēn.
"Сдаётся одна комната для одного человека(девушки, женщины) в 4-х",PļavniekiJ. Vācieša 66,4,12,3/9,467.,202  €/mēn.
"Īre ar izpirkumu. Vairāk info linkā. 
 
Piedāvājumā 2 istabu m",centrsBrīvības 95,2,78,7/7,Renov.,900  €/mēn.
"Сдаём посуточно квартиру в Иманте. Все удобства. Интернет, телев",ImantaSlokas 165,1,32,6/12,Čehu pr.,30  €/dienā
Izīrēju gaišu un plašu 2 stāvu 3 istabu dzīvokli Mežaparkā privā,MežaparksSiguldas pr. 52,Citi,96,2/2,Priv. m.,750  €/mēn.
Īpašnieks izīrē vienu istabu komunālā dzīvoklī. Papildus īres ma,centrsDzirnavu 96,1,40,4/5,P. kara,100  €/mēn.
"Bright, sunny, warm apartment with large balcony, (southward win",centrsBaznīcas 13,3,77,2/5,P. kara,635  €/mēn.
"Сдаётся в краткосрочную аренду (по дням) по-домашнему уютная, не",ĶengaragsSalaspils 2,1,33,6/9,467.,35  €/dienā
Spacious and cozy 4-room apartment in a beautiful neoclassical b,centrsBaznīcas 35,4,177,4/6,P. kara,945  €/mēn.
Pilnīgi jauns 2 x istabu dzīvoklis ar jaunām mēbelēm un tehniku,centrsDainas 10a,2,43,1/5,Jaun.,720  €/mēn.
"Сдаётся двухкомнатная квартира в реновированном доме, на длитель",Krasta r-nsDzērvju 12,2,30,2/3,Renov.,360  €/mēn.
"Сдаётся квартира-студия на мансардном этаже, в реновированном до",Krasta r-nsDzērvju 12,1,63,3/3,Renov.,380  €/mēn.
"Izīrējam mājīgu 1-istabu dzīvokli pašā Rīgas centrā. 
 Dzīvokli",centrsMatīsa 74,1,30,4/5,P. kara,230  €/mēn.
"Eng: Premium brand new apartment in Kipsala for rent. 

We are",ĶīpsalaBalasta d. 72,3,132,1/4,Jaun.,"2,450  €/mēn."
Izīrē trīs istabu dzīvokli ar mēbelēm un visu nepieciešamu sadzī,centrsBrīvības 19,3,178,5/5,P. kara,"1,100  €/mēn."
Īpašnieks uz ilgu periodu izīrē 2-istabu dzīvokli dzīvojamajā ko,MežciemsHipokrāta 24,2,40,3/5,Jaun.,600  €/mēn.
"Matīsa iela 66, Rīga
Izīrē divistabu dzīvokli tikko pēc kapitāl",centrsMatīsa 66,2,57,3/5,P. kara,370  €/mēn.
"Īpašnieks izīrē 2-istabas dzīvokli, 2-stāvu mājā 2. stāvā, Rīgas",centrsStabu 42,2,42,2/2,P. kara,420  €/mēn.
В долгосрочную аренду предлагается стильная квартира в современн,centrsBirznieka-Upīša 13,3,80,5/7,Jaun.,"1,800  €/mēn."
Piedāvājam ilgtermiņa īrei 2istabu dzīvokli Lidoņu ielā 19. Dzīv,IļģuciemsLidoņu 19,2,47,5/5,LT proj.,320  €/mēn.
Piedāvājam īrei mūsdienīgu trīs istabu dzīvokli ar plašu jumta t,centrsJeruzalemes 10,3,160,6/6,Specpr.,"2,800  €/mēn."
Izīrē labā savoklī daleiji mēbelētu dzīvokli. Ar ledusskapi un v,ĶengaragsMaskavas 259/3,2,36,2/2,Hrušč.,250  €/mēn.
Izīrē ilgtermiņā tikko izremontētu nelielu dzīvokli ar pilnīgi j,SarkandaugavaTilta 8,2,43,4/5,P. kara,300  €/mēn.
"Izīrē siltu, saulainu un klusu dzīvokli pēc remonta ļoti labā vi",centrsSapieru 1,1,25,3/3,P. kara,200  €/mēn.
"Izīrē nelielu, tīru, remontētu 2 ist. dzīvokli pilsētas centrā,",centrsLāčplēša 114,2,38,4/5,P. kara,380  €/mēn.
"Mūsdienīgs un gaišs dzīvoklis pilnībā renovētā namā, topošajā “B",centrsČaka 123,3,59,2/5,Renov.,950  €/mēn.
"Īrei tiek piedāvāts plašs un mājīgs 3 istabu dzīvoklis Rīgā, Baz",centrsBaznīcas 8,3,89,4/5,P. kara,800  €/mēn.
Eleganti apartamenti premium klases dzīvojamajā kompleksā “Art L,centrsStrēlnieku 7,2,57,5/7,Jaun.,800  €/mēn.
"Dzīvoklis ar privātu Spa kompleksu pilsētas centrā, īre pa stund",centrsBarona 88,2,75,1/3,Specpr.,60  €/dienā
"Īpašniece ilgtermiņā izīrē plašu, saulainu dzīvokli. Savs pagalm",centrsLugažu 10,1,50,1/2,Priv. m.,200  €/mēn.
Сдам квартиру на длительный срок рядом с Т/ц Akropole. В квартир,ĶengaragsMaskavas 281,1,34,12/12,Čehu pr.,320  €/mēn.
Сдаётся 2 комнатная квартира с панорамным видом. Две изолированн,MežciemsMežciema 23/1,2,60,8/16,104.,380  €/mēn.
Сдаётся стильная 2х комнатная квартира с гардеробной и подземным,centrsKatrīnas d. 17,2,70,4/6,Jaun.,700  €/mēn.
Izīrē saulainu un siltu 2-istabu dzīvokli pie Botāniskā dārza. D,ĀgenskalnsKandavas 12,2,54,2/5,103.,320  €/mēn.
"Izīrē 3 istabu dzīvokli vēsturiskā ēkā, lieliskā vietā pie Vērma",centrsKalniņa 4,3,103,4/6,P. kara,750  €/mēn.
Izīrēju 3 istabu dzīvokli labā stāvoklī. Dzīvoklis atrodas 3 stā,ImantaDammes 32,3,65,3/9,602.,400  €/mēn.
"Ilgtermiņa īre, minimālais termiņš 1 gads, piedāvājam divistabu",centrsValdemāra 77,2,52,4/7,P. kara,550  €/mēn.
"Izīrē istabas 3 istabu dzīvokļos. Slēdzama kāpņutelpa, centrālā",centrsStabu 102,1,15,1/5,P. kara,150  €/mēn.
Uz īri tiek piedāvāts gaumīgs un plašs 3 istabu dzīvoklis Rīgas,centrsBaznīcas 41/43,3,116,4/7,Specpr.,850  €/mēn.
"Fiksēta īres maksa bez papildus izdevumiem. 
Rvr Smart Apartmen",TeikaZemgala 77,1,28,2/4,Renov.,550  €/mēn.
Studentu dzīvokļi ar fiksētu vasaras (340) un ziemas (430) īres,Maskavas priekšpilsētaDaugavpils 70,2,35,2/3,Renov.,270  €/mēn.
"Uz dažādiem termiņiem izīrēju brīnišķīgu dzīvokli centrā. 

Pe",centrsBrīvības 148,1,24,2/6,P. kara,35  €/dienā
"Jauns, daļēji mēbelēts, A+ energoefektivitātes klases 3 istabu d",ĶengaragsMaskavas 190,3,59,4/9,Jaun.,650  €/mēn.
"Mūsdienīgs, ar zemiem komunālajiem maksājumiem, daļēji mēbelēts,",ĶengaragsMaskavas 190,2,38,4/9,Jaun.,470  €/mēn.
"Tiek izīrēts divlīmeņu 4-istabu centrā. Tīra, slēgta un silta kā",centrsKlijānu 5,4,110,5/6,P. kara,700  €/mēn.
Сдам квартиру порядочной паре краткосрочно,PurvciemsNīcgales 4,2,50,8/9,602.,20  €/dienā
"Privātas istabas īre Rīgas centrā. 
Piedāvā istabu uz īstemiņa",centrsČaka 70,1,20,2/5,P. kara,20  €/dienā
"Сдаётся 3-комнатная квартира после капитального ремонта, все нов",centrsBarona 24/26,3,72,5/6,Renov.,"1,000  €/mēn."
"Lux klases dzīvesvieta klusā vietā, pašā Vecrīgas sirdī. 

Dzī",VecrīgaKungu 25,4,165,4/6,Jaun.,"2,500  €/mēn."
"Рус. Latviski. Eng. Посуточно комфортабельные, полностью оборудо",PurvciemsPurvciema 24,2,44,1/9,119.,40  €/dienā
Izīrē plašu 4 istabu dzīvokli. Ērts plānojums: trīs izolētas guļ,PurvciemsStirnu 5,4,90,4/9,119.,490  €/mēn.
"Ilgtermiņā izīrēju siltu un mājīgu dzīvokli, tikko pēc remonta.",ImantaZentenes 37,1,27,5/5,LT proj.,270  €/mēn.
Attīstītājs izīrē 3 istabu dzīvokli ar balkonu Jaunajā īres proj,centrsCēsu 9,3,63,2/4,Renov.,900  €/mēn.
Ilgtermiņa īrei mūsdienīgajā dzīvojamā kompleksā Gulfhouse tiek,centrsVidus 5,2,54,6/6,Jaun.,950  €/mēn.
На длительный срок сдаётся малогабаритная квартира - студия со в,centrsPērnavas 19,1,18,2/5,Specpr.,250  €/mēn.
"Izīrēju istabu dzīvoklī ar veļas mašīnu, ledusskapi un visām ērt",centrsBirznieka-Upīša 23,4,123,1/3,P. kara,20  €/dienā
"Sarkandaugavas centrā vismaz uz gadu īpašniece izīrē gaišu, remo",SarkandaugavaSarkandaugavas 3,1,31,4/5,Staļina,250  €/mēn.
"Īpašnieks uz ilgu laiku izīrē vienistabas dzīvokli. 
Владелец с",PurvciemsDzelzavas 19,1,30,3/5,Hrušč.,280  €/mēn.
Īpašnieks izīrē uz ilgu laiku 1 - istabas dzīvokli Višķu ielā 23,ĶengaragsVišķu 23,1,30,4/5,467.,250  €/mēn.
Хозяйка сдает квартиру в кооперативном доме. После косметическог,ImantaM. Krūmu 16,3,62,1/9,602.,390  €/mēn.
"Lai rezervētu, rakstiet Sms vai Whatsapp ar vēlamo palikšanas da",centrsMarijas 14a,1,20,2/6,Renov.,30  €/dienā
"Iznomā gaišu 5-istabu dzīvokli- penthausu, ēkas 5. un 6.stāvā. P",KlīversalaKuģu 26,5,263,6/6,Renov.,"4,500  €/mēn."
Pieejams mājīgs 2 istabu (1 guļamistabas) dzīvoklis. Beletāža je,centrsRūpniecības 13,2,50,1/5,P. kara,450  €/mēn.
"Īpašnieks izīrē remontētu, 
Mājīgi un gaumīgi iekārtots dzīvokl",centrsZvaigžņu 27,1,27,5/5,P. kara,360  €/mēn.
"Exclusive Two-Level Apartment for Rent in Agenskalns. 

Discov",ĀgenskalnsBaldones 12,5,150,1/2,Jaun.,"1,600  €/mēn."
"Dzīvoklis pilnībā renovētā ēkā ""Bibliotēkas Nams"", pie parka un",centrsBarona 14,2,40,5/5,Renov.,800  €/mēn.
"Izīrē plašu, gaišu 5 istabu dzīvokli ar balkoniem, kamīnu un gre",centrsStabu 30,5,123,2/5,P. kara,976  €/mēn.
"Izīrē 1-istabas dzīvokli ar visām ērtībām. Centrāla apkure, dzel",centrsSadovņikova 24,1,27,2/5,Renov.,250  €/mēn.
Tiek izīrēts 1-īstabas dzīvokli ar centrālo apkuri un visām ērtī,SarkandaugavaViestura pr. 120,1,35,2/3,Renov.,240  €/mēn.
Tiek izīrēts 1-īstabas dzīvokli ar centrālo apkuri un visām ērtī,MangaļiEzera 18,1,35,2/3,Renov.,240  €/mēn.
Īpašnieks īrē 3 stāvu dzīvokli uz laiku vismaz gadu. Dzīvoklis i,centrsEksporta 8,4,260,2/2,Jaun.,"3,000  €/mēn."
Tiek izīrēts 2- istabas dzīvoklis ar malku apkuri. Dzīvoklī ir v,centrsBruņinieku 115B,2,45,3/5,Renov.,180  €/mēn.
"Laipni gaidīti Jūsu dzīvoklī Rīgas pilsētas centā. 
Šīs dzīvokl",Maskavas priekšpilsētaKatoļu 9,2,40,4/5,P. kara,280  €/mēn.
"Хозяин сдаёт квартира с мебелью. По сути полуторка. Тёплая, уютн",ZolitūdeRuses 16,1,41,5/5,119.,299  €/mēn.
"Владелец сдает уютную квартиру в идеальном состоянии, оснащенную",centrsKlusā 20,1,38,6/9,Renov.,330  €/mēn.
"Jaunbūve pretī Ziedonja parkam. 
+ Kodsloksne, videonovērošana.",centrsArtilērijas 33,1,26,1/5,Jaun.,230  €/mēn.
ɴᴇᴡ Izīrē dzīvokli. Īpašnieks ilgtermiņā (minimums 1.gads) izīrē,PurvciemsĶeguma 50,2,58,1/5,Specpr.,450  €/mēn.
"Vienistabas dzīvoklis, daļēji mēbelēts(sk. bildes), dzīvoklī ir",centrsArtilērijas 62,1,21,1/2,P. kara,210  €/mēn.
"Istabas privātmājā, izīrē saimnieks, bez starpniekiem. 

+ Vis",PurvciemsNīcgales 67,1,22,2/2,Priv. m.,160  €/mēn.
Izīrē 1-istabas dzīvokli ar daļējām ērtībām. Iepriekš tika izman,centrsTallinas 58,1,27,3/3,P. kara,100  €/mēn.
"Экономичная, уютная. Низкие коммунальные платежи круглый год пят",centrsVārnu 4,1,20,1/2,P. kara,260  €/mēn.
"Комунальные можно по фексированой цене, заехать можно 
в Мае по",ZiepniekkalnsGraudu 30a,4,90,2/2,Renov.,450  €/mēn.
"Īpašnieks izīrē ilgtermiņā izremontētu 1-istabas dzīvoklīti. 
B",MežaparksGaujas 32,1,26,2/5,Hrušč.,340  €/mēn.
Ilgtermiņa īrei mēbelētu un ar visu sadzīves tehniku 3 istabu st,TeikaŪnijas 36,3,67,5/5,Specpr.,560  €/mēn.
"Новый дом Тихий центр Студия для 1 человека
Сдается (только в д",centrsStrēlnieku 4b,1,24,3/6,Jaun.,490  €/mēn.
